id,price
7212660960,297000.0
9268850360,302059.0
9238430430,600000.0
9429000170,617950.0
6056111067,230000.0
3723800086,665000.0
5437400100,675000.0
4307330120,320000.0
6412600005,375000.0
3630200340,1258000.0
7338220370,297000.0
9808700762,7062500.0
1066600025,387000.0
9532000170,540000.0
7893804790,308130.0
8078100260,340000.0
3163600130,234900.0
3274800460,387000.0
2937300550,1040890.0
7548300425,336000.0
114101500,325000.0
6814600150,863000.0
2597000130,570000.0
7955040130,460000.0
1245002281,1050000.0
8001600130,289950.0
8562901100,550000.0
2485000076,1050000.0
7715600070,385000.0
9406540190,315000.0
1245002952,1197350.0
2810600022,335000.0
3574801780,485000.0
603001045,256000.0
2591830130,365000.0
2591730230,250000.0
2726049071,489950.0
525049174,435000.0
1721800190,300000.0
2877101100,700000.0
1025059186,438000.0
9324800025,325500.0
1926049154,465000.0
2114700115,291700.0
8151600663,333000.0
2546500020,295000.0
5379800810,198000.0
2919702655,475000.0
9826701201,450000.0
1862900350,315000.0
236400130,239975.0
4027700666,780000.0
3585900190,825000.0
8732020720,318989.0
6788200596,1285000.0
9358002375,420000.0
8886000005,649000.0
2926049237,417500.0
2790400380,560000.0
3630130130,663000.0
7888100240,245000.0
5100402644,525000.0
4073800140,429000.0
1545807990,315000.0
4217401365,1475000.0
686400060,521000.0
4139400060,845000.0
8682282070,920000.0
1139000135,440000.0
7227500830,151000.0
8155800050,1110000.0
8732000390,246500.0
5608030020,600000.0
7694600253,312000.0
6899990200,720000.0
1864700300,347500.0
1324039110,750000.0
5014000120,430000.0
5101405335,414900.0
4055700030,1450000.0
8078550610,279000.0
1697000400,133000.0
3835502815,1260000.0
9522100485,585000.0
423059184,180000.0
7283900153,400000.0
7338000800,185000.0
2595300210,473600.0
6117501015,387500.0
868001402,1000000.0
1232000950,532000.0
5316100820,1195000.0
1370800560,979700.0
1822069109,485000.0
8691410100,735000.0
1972202505,543000.0
9828202545,490000.0
1921059045,195000.0
6079500230,706000.0
6200017,281000.0
5210200410,840000.0
3755000060,315500.0
2652500070,636000.0
3523069060,415000.0
7875200005,140000.0
1912100885,690000.0
8647800040,280000.0
6392003490,433500.0
9551201240,1465000.0
2523039282,250000.0
1003400155,233000.0
1115100169,315000.0
1982200790,550000.0
1079450410,450000.0
4279600010,630000.0
2500600289,130000.0
3276930400,625000.0
3996900460,220000.0
1438000190,549995.0
9264960480,368000.0
8085400355,1270000.0
5112800291,460000.0
9517200180,375000.0
4077800518,371000.0
2771602174,525000.0
1257201420,595000.0
7137800300,228950.0
3751606606,262500.0
3461000120,450000.0
3501600114,646000.0
1370801440,1400000.0
9545230140,597750.0
3992700326,380000.0
1326069151,260000.0
6791400800,347500.0
8820902700,456200.0
5248800440,275000.0
2473101190,279950.0
7140600055,207000.0
1420700030,597157.0
7852030320,470000.0
3856901435,720000.0
4123800330,335000.0
4139450760,932808.0
6136900045,412000.0
91000135,750000.0
200800480,552321.0
5067400162,290000.0
1328340630,330490.0
4338800500,262500.0
921059200,216000.0
7199100020,555000.0
9103000455,920000.0
7471900045,287500.0
1898310100,236775.0
2629600016,625500.0
2769602840,450000.0
7972000010,195000.0
5561301150,632000.0
6131600060,214000.0
2553300270,649000.0
3276200280,296500.0
8024200855,499100.0
782700120,334200.0
2771600550,950000.0
5589300495,310000.0
2296700050,475000.0
3192000080,205000.0
5490220030,580000.0
3438500486,413000.0
8562500380,679000.0
3876000970,429300.0
3856903495,759000.0
1102000196,477000.0
3121500340,690000.0
3303950760,399900.0
927200380,465000.0
1917300025,122000.0
9187200275,905000.0
2273600260,628000.0
2560800165,180500.0
53500760,287000.0
1112700010,390000.0
2215450150,322000.0
8087800430,602000.0
5450300010,572000.0
1102000095,558000.0
3764500230,661000.0
8731901940,218000.0
7129304085,330000.0
809002215,762000.0
4083306045,1375000.0
7855300200,1242500.0
1829300270,715000.0
9406520580,305000.0
3750605349,210500.0
7334501300,308000.0
8835400775,594950.0
7841300535,225000.0
4307320280,340000.0
1656600310,629000.0
3275890310,677100.0
5029450200,265000.0
2294900010,478000.0
8570900328,295000.0
9521100280,480000.0
4139480200,1400000.0
273800100,239900.0
5021900050,832500.0
8691350130,715000.0
8673400052,560000.0
226039316,941500.0
9465910030,525000.0
3332500265,311000.0
4213910030,550000.0
6713700250,500000.0
1385100050,751000.0
1220000100,215000.0
8564860130,598992.0
4327100045,300000.0
4276400030,450000.0
5323100120,585000.0
4397010300,440000.0
2622059138,339000.0
2436200395,1070000.0
3862710200,414000.0
6202600070,1102030.0
7853270830,445000.0
3629960590,376000.0
3824100364,420000.0
6117502230,1637500.0
1072010350,380000.0
3787000140,450000.0
2561320120,366000.0
